Duration (in seconds),LocationLatitude,LocationLongitude,QualtricsFraudScore,Age,Male,Female,NonBinary,CollegeEducation,Hispanic,White,Black,Native,Asian,AAPI,RaceNA,LibCon,IncomeUAS,ManipText,ControlText,GovEnvSpend,EnvReg,GovActionRisingTemps,Hopeful,Fearful,Sadness,Helplessness,Guilty,Optimistic,Skepticism,Angry,ImportantLeavePositiveLegacy,ImportantPositiveSocietyImpact,CareFutureGenerationsThoughts,ClimateImpactFutureGenerations,CandidateVote,Serious
51,26.6292,-81.968,0,67,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
60,37.5115,-77.5662,0,73,Male,,,"No, I do not have a college degree",No,White,,,,,,3,60000,,,,,,,,,,,,,,,,,,,
40,34.8017,-82.3925,0,66,,Female,,"No, I do not have a college degree",No,White,,,,,,4,NA,,,,,,,,,,,,,,,,,,,
35,29.6254,-95.375,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
58,39.1059,-84.5047,0,74,,Female,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
95,41.5501,-71.4662,0,65,,Female,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
31,42.167,-76.8205,0,35,,Female,,"Yes, I have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
50,35.7633,-78.71,0,70,,Female,,"Yes, I have a college degree",Yes,White,,,,,,2,75000,,,,,,,,,,,,,,,,,,,
21,45.4805,-122.6363,0,48,,Female,,"Yes, I have a college degree",No,,,,Asian,,,2,150000,,,,,,,,,,,,,,,,,,,
59,35.4603,-97.3387,0,79,,Female,,"Yes, I have a college degree",No,White,,,,,,3,60000,,,,,,,,,,,,,,,,,,,
21,39.9656,-75.6043,0,19,,Female,,"No, I do not have a college degree",No,White,,,,,,2,200000,,,,,,,,,,,,,,,,,,,
36,40.1659,-74.2034,0,71,,Female,,"No, I do not have a college degree",No,White,,,,,,4,50000,,,,,,,,,,,,,,,,,,,
38,45.6652,-122.5215,0,73,Male,,,"Yes, I have a college degree",No,White,,,,,,1,50000,,,,,,,,,,,,,,,,,,,
107,39.2835,-84.4723,0,78,Male,,,"Yes, I have a college degree",No,White,,,,,,1,25000,,,,,,,,,,,,,,,,,,,
48,40.7597,-96.6542,0,65,,Female,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
43,27.9091,-82.8028,0,72,,Female,,"No, I do not have a college degree",No,White,,,,,,3,35000,,,,,,,,,,,,,,,,,,,
36,30.2661,-97.7136,0,66,,Female,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
33,39.6249,-75.8351,0,57,,Female,,"No, I do not have a college degree",No,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
6,34.224,-82.1625,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
27,36.1515,-86.792,20,67,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,3,5000,,,,,,,,,,,,,,,,,,,
41,31.9679,-110.2945,0,73,,Female,,"No, I do not have a college degree",No,White,,,,,,3,12500,,,,,,,,,,,,,,,,,,,
105,38.6639,-121.3388,0,45,,Female,,"No, I do not have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
27,27.9611,-81.9398,0,46,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
84,38.9208,-77.036,5,75,,Female,,"No, I do not have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
52,39.4057,-87.4026,0,48,Male,,,"No, I do not have a college degree",No,,,,,,Prefer not to respond,3,12500,,,,,,,,,,,,,,,,,,,
40,34.9831,-85.2861,0,54,,Female,,"No, I do not have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
64,27.8673,-82.7091,0,77,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
28,41.5053,-81.5566,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
48,28.6986,-81.8019,0,73,Male,,,"Yes, I have a college degree",No,White,,,,,,1,75000,,,,,,,,,,,,,,,,,,,
31,29.1159,-82.2422,0,40,Male,,,"No, I do not have a college degree",No,White,,,,,,3,5000,,,,,,,,,,,,,,,,,,,
29,26.2051,-98.2335,75,30,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,20000,,,,,,,,,,,,,,,,,,,
52,38.899,-77.1919,0,63,,Female,,"Yes, I have a college degree",No,White,,,,,,2,NA,,,,,,,,,,,,,,,,,,,
34,39.9597,-75.1995,0,45,Male,,,"No, I do not have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
124,33.7855,-84.3612,0,58,,Female,,"No, I do not have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
40,33.6593,-112.3192,0,69,,Female,,"Yes, I have a college degree",No,White,,,,,,1,75000,,,,,,,,,,,,,,,,,,,
101,28.0608,-80.6722,0,52,,Female,,"No, I do not have a college degree",No,White,,,,,,4,12500,,,,,,,,,,,,,,,,,,,
46,40.3177,-79.7223,0,73,Male,,,"Yes, I have a college degree",No,White,,,,,,3,50000,,,,,,,,,,,,,,,,,,,
70,32.8131,-96.8141,0,76,Male,,,"Yes, I have a college degree",No,White,,,,,,3,30000,,,,,,,,,,,,,,,,,,,
57,45.3993,-122.6079,0,60,Male,,,"No, I do not have a college degree",No,White,,,,,,4,5000,,,,,,,,,,,,,,,,,,,
120,41.5092,-87.5938,5,24,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,1,60000,,,,,,,,,,,,,,,,,,,
43,39.6663,-104.8343,0,72,Male,,,"No, I do not have a college degree",No,White,,,,,,1,20000,,,,,,,,,,,,,,,,,,,
117,41.2615,-95.8304,0,78,,Female,,"No, I do not have a college degree",No,White,,,,,,4,200000,,,,,,,,,,,,,,,,,,,
71,35.3596,-82.4266,0,46,,Female,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
47,38.6353,-121.4558,0,69,Male,,,"Yes, I have a college degree",No,White,,,,,,3,60000,,,,,,,,,,,,,,,,,,,
132,33.5077,-81.6877,0,54,,Female,,"No, I do not have a college degree",No,,,American Indian or Native Alaskan,,,,4,12500,,,,,,,,,,,,,,,,,,,
11,42.7826,-71.1029,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
86,28.7594,-81.3512,0,57,,Female,,"Yes, I have a college degree",No,White,,,,,,2,NA,,,,,,,,,,,,,,,,,,,
43,41.0413,-83.6461,0,56,,Female,,"Yes, I have a college degree",No,White,,,,,,3,35000,,,,,,,,,,,,,,,,,,,
72,39.5995,-78.8461,0,51,,Female,,"No, I do not have a college degree",No,White,,,,,,1,5000,,,,,,,,,,,,,,,,,,,
32,35.7622,-78.6016,0,34,Male,,,"Yes, I have a college degree",No,,,,Asian,,,1,60000,,,,,,,,,,,,,,,,,,,
33,35.2701,-81.5306,0,71,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,150000,,,,,,,,,,,,,,,,,,,
81,36.8919,-76.2325,0,55,,Female,,"No, I do not have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
265,48.2261,-101.2974,0,30,Male,,,"No, I do not have a college degree",No,White,,,,,,6,20000,Taking care of my family and being kind and loyal to everyone and being a great brother son and always being respectful  having morals and always keeping my word having a great sense of humor and being the best me and loving the lord making the best time withmy friends and always having a positive attitude ,,6,6,6,3,3,3,3,4,3,3,3,5,5,5,5,Someone else,Yes
46,42.437,-82.99,0,66,Male,,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
70,28.2365,-82.3289,0,66,,Female,,"No, I do not have a college degree",No,White,,,,,,2,35000,,,,,,,,,,,,,,,,,,,
6,26.1481,-80.2088,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
93,38.9371,-76.9928,0,58,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,75000,,,,,,,,,,,,,,,,,,,
48,37.6196,-122.4816,0,68,,Female,,"No, I do not have a college degree",No,White,,,,,,2,35000,,,,,,,,,,,,,,,,,,,
48,39.361,-76.5891,0,57,,Female,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
34,34.1493,-99.2959,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
34,42.2904,-71.0712,0,43,,Female,,"Yes, I have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
70,39.3855,-76.54,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,1,100000,,,,,,,,,,,,,,,,,,,
42,38.1308,-121.3345,0,53,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
56,33.7871,-117.8821,0,72,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
36,38.9488,-104.7677,0,76,Male,,,"Yes, I have a college degree",No,White,,,,,,1,20000,,,,,,,,,,,,,,,,,,,
200,39.0826,-74.8238,0,61,,Female,,"Yes, I have a college degree",No,White,,,,,,6,100000,"I don’t want to be remember for being a good mom a good person a good animal lover, a good wife and that I love God. I am also a big sports fan of Philadelphia sports I want to be remembered for being good at my career. I want to be able to save all the animals in the world. Homelessness help the veterans.",,4,4,4,3,2,2,2,2,3,2,2,5,5,5,5,Donald Trump,Yes
406,33.7474,-84.3747,0,46,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,5,10000,,"So, you've decided to cook an egg. It's an easy task that involves just a few ingredients you probably already have at home. 

You'll need 1 egg, butter or margarine (or oil can be used). 

Whisk one egg with seasoning to your liking. Butter a pan until the butter is sizzling. 

Pour the egg over the sizzling butter and begin to dry the egg. You can use a fork or your whisk to continue to cook the egg, but it's better to finish with a fork. 

Different tastes will call for different cook times. For example, some people like runny eggs while others like their eggs fried hard. 

The longer the egg is friend the harder the egg will be.

Once the egg is off the heat and on your plate, you can season it again if you like.

Viola! You have an egg...... Enjoy....",3,5,4,3,4,3,2,2,2,3,1,6,6,6,6,Donald Trump,Yes
45,33.1371,-96.7488,0,69,Male,,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
39,41.452,-81.6146,0,62,Male,,,"Yes, I have a college degree",No,White,,,,,,2,25000,,,,,,,,,,,,,,,,,,,
157,34.1301,-117.2044,0,51,,Female,,"Yes, I have a college degree",No,White,,,,,,6,60000,I want to be remembered for being sober and helping others get sober.I want to be remembered as someone who overcame alcoholism. I want to be remembered as someone who was active in AA and knowlegeable about the program and served God and my fellow. I also want to be remembered as an advocate for every animal in need.,,5,5,5,3,3,3,3,3,3,3,1,7,5,3,5,Donald Trump,Yes
40,39.9001,-79.7164,0,49,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
48,38.6639,-121.3388,0,54,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,3,20000,,,,,,,,,,,,,,,,,,,
34,32.6609,-97.0342,0,19,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,7500,,,,,,,,,,,,,,,,,,,
31,38.2442,-122.678,0,72,,Female,,"No, I do not have a college degree",No,White,,,,,,3,30000,,,,,,,,,,,,,,,,,,,
31,36.7314,-97.0411,0,61,Male,,,"No, I do not have a college degree",No,White,,,,,,4,35000,,,,,,,,,,,,,,,,,,,
415,40.7436,-73.6368,0,80,,Female,,"No, I do not have a college degree",No,White,,,,,,5,100000,I WOULD LIKE TO BE REMEMBERED FOR THE CARE I GAVE TO ALL OF MY FAMILY MEMBERS  BOTH CHILDREN AND GRANDCHILDREN. I ALSO WANT TO BE REMEMBERED FOR THE SUPPORT THAT I GAVE THEM IN THEIR TIMES OF TROUBLE AND WHEN THEY WERE NOT ABLE TO TALK TO THEIR OWN PARENTS AND CAME TO ME INSTEAD. UNFORTUNATELY I DID NOT HAVE THAT OPTION AND DECIDED TO DO FOR THEM WHAT I DID NOT HAVE. I HAD NO GRANDPARENTS AT ALL,,4,4,4,2,2,2,2,1,2,2,2,5,4,4,4,Donald Trump,Yes
60,40.6119,-111.9007,0,76,Male,,,"Yes, I have a college degree",No,White,,American Indian or Native Alaskan,,,,4,30000,,,,,,,,,,,,,,,,,,,
53,41.6344,-91.5054,0,76,Male,,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
175,40.6505,-73.5832,0,75,,Female,,"Yes, I have a college degree",No,White,,,,,,4,150000,,,,,,,,,,,,,,,,,,,
37,40.171,-85.378,0,58,,Female,,"No, I do not have a college degree",No,White,,,,,,4,15000,,,,,,,,,,,,,,,,,,,
79,34.9831,-85.2861,0,58,Male,,,"No, I do not have a college degree",No,White,,,,,,1,20000,,,,,,,,,,,,,,,,,,,
75,38.9871,-91.5052,0,44,Male,,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
33,32.9661,-117.1202,5,59,Male,,,"Yes, I have a college degree",No,,,,Asian,,,4,5000,,,,,,,,,,,,,,,,,,,
94,42.4325,-79.3329,0,48,,Female,,"No, I do not have a college degree",No,White,,,,,,4,5000,,,,,,,,,,,,,,,,,,,
38,40.8207,-74.4231,0,40,Male,,,"Yes, I have a college degree",No,White,,,,,,1,100000,,,,,,,,,,,,,,,,,,,
401,38.6745,-90.2426,0,40,Male,,,"Yes, I have a college degree",No,White,,,,,,5,75000,"I would like to be remembered as a good family man the most.  I have a wife and a special needs kid.  I would like to be known for a good husband,  but I would especially be known for a good dad that raised a great kid.   Having a special need kids is tough but I like to overcome that so he could have the best future and life that he could.  I would like for him to be happy and successful and able to overcome his challenges.  That is what I would like to be known for the most. ",,3,3,4,4,3,2,2,2,3,3,2,5,5,5,6,Donald Trump,Yes
48,32.5974,-82.3337,0,56,Male,,,"No, I do not have a college degree",No,White,,,,,,2,50000,,,,,,,,,,,,,,,,,,,
113,29.6731,-95.5856,0,62,,Female,,"No, I do not have a college degree",No,White,,,,,,3,12500,,,,,,,,,,,,,,,,,,,
428,30.6411,-97.7511,0,77,,Female,,"Yes, I have a college degree",No,White,,,,,,5,50000,,"Get your pan and put some butter in it and melt it. Take two or more eggs out of the refrigerator. Crack two eggs put them in the pan and scrambled them to the texture you want for scrambled eggs. Put them on a plate and enjoy your breakfast. or you can get it egg poacher, put a little butter it it makes your first put water in the bottom portion of it let it heat up a while. Crack the egg and put it in the container, put the lid in tap let it cook for about three minutes. When it is done put it on your plate and you may want to take a piece of toast to put the poached egg in. Another way to make a dish with eggs is to get a bowl out, take about 4 to 6 eggs out of the refrigerator. Quick then put them in the bowl then you can add other items to make your egg omelette taste good for example onions mushrooms olives cheese or anything else that you like. Heat up your pan put little butter in the bottom put the egg mixture in it let it cook for a while. Then you flip it over so the other side can get done. What I do after I flip it over I put cheese on it and then close it in half and then turn it was Internet twice. Then you can put it on your plate. To go with us you can either have English muffins toast or whatever you like, the breadline",3,4,3,3,2,3,3,2,3,3,3,4,4,4,5,Donald Trump,Yes
27,34.3257,-88.4886,0,43,Male,,,"No, I do not have a college degree",No,White,,,,,,4,7500,,,,,,,,,,,,,,,,,,,
204,42.2783,-71.1593,0,25,Male,,,"Yes, I have a college degree",No,,Black or African America,,,,,7,5000,"Being a great father That was kind, loving and smart and loves children. I would also like to be remembered for being able to get the life that I wanted to do to become successful by not giving up, and always striving for the best to achieve my goals. Another thing I want to be remembered for, is being multi talented, because there’s so many things that I know I can achieve with as talented as I am, I want to be remembered for date, being a great dancer, being a great artist, known for reading, writing, and helping others when others are struggling.",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I did not vote,No
43,41.3223,-74.8024,0,56,,Female,,"No, I do not have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
49,29.2866,-81.0869,0,63,,Female,,"No, I do not have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
132,35.4884,-97.5706,0,35,,,None of the above (please specify),"Yes, I have a college degree",No,White,,American Indian or Native Alaskan,,,,3,40000,,,,,,,,,,,,,,,,,,,
53,34.2611,-116.845,0,73,,Female,,"No, I do not have a college degree",No,White,,,,,,4,40000,,,,,,,,,,,,,,,,,,,
39,32.961,-96.9841,0,36,Male,,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
31,35.9359,-79.9395,0,48,Male,,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
105,35.5999,-97.6243,0,36,Male,,,"No, I do not have a college degree",Yes,White,,,,,,1,7500,,,,,,,,,,,,,,,,,,,
31,35.5312,-81.0298,0,70,,Female,,"Yes, I have a college degree",No,White,,,,,,2,50000,,,,,,,,,,,,,,,,,,,
52,40.2332,-76.1372,0,65,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
36,39.6888,-105.156,0,65,,Female,,"Yes, I have a college degree",No,White,,,,,,4,50000,,,,,,,,,,,,,,,,,,,
62,26.9146,-82.0559,0,67,,Female,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
46,38.9933,-92.3078,0,22,,,Transgender,"Yes, I have a college degree",No,White,,,,,,1,40000,,,,,,,,,,,,,,,,,,,
22,35.7806,-87.4753,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
49,40.4631,-74.3455,0,70,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
402,36.213,-86.3011,0,64,,Female,,"Yes, I have a college degree",No,White,,,,,,6,75000," I would like to be remembered 
For Kindness and helping others.  Being a ood mother of my two children.  Supportive and loving  parent is extremely important to me  as well.  Lending a hand when those need me and having others know they can depend on me.  Being a good neighbor and so.eone that can always be trusted.",,5,5,5,2,2,2,2,2,3,2,1,6,6,6,6,Donald Trump,No
65,41.7011,-86.872,0,73,,Female,,"No, I do not have a college degree",Yes,,,American Indian or Native Alaskan,,,,4,50000,,,,,,,,,,,,,,,,,,,
24,40.7465,-73.909,0,48,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
40,45.4125,-122.7241,0,87,Male,,,"Yes, I have a college degree",No,White,,,,,,2,75000,,,,,,,,,,,,,,,,,,,
34,34.8017,-82.3925,0,23,,Female,,"No, I do not have a college degree",No,,Black or African America,,,,,4,5000,,,,,,,,,,,,,,,,,,,
40,40.5293,-75.3932,0,62,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
49,41.8835,-87.6305,0,47,,Female,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
358,37.1184,-82.8268,0,68,,Female,,"Yes, I have a college degree",No,White,,,,,,5,15000,"I would advocate kindness and empathy towards others. I try so hard to be so some times it isn't reciprocated, yet you are never wrong in being kind,  caring and empathetic to others. There isn't enough of it in the world now, I pray in your generation it will be different than it is now. I can only hope it is.",,6,6,6,2,4,4,3,3,2,3,2,6,6,5,7,Kamala Harris,Yes
65,38.1405,-85.6936,0,81,Male,,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
221,30.9387,-84.5942,0,38,,Female,,"Yes, I have a college degree",No,,Black or African America,,,,,6,5000,That I was a great role model for other people and very smart. Always motivated another person always kept a good aproach when it came to others. So good with other people and always kept herself up. Always had a smile on her face and always was a good person. She was friendly and out going so sweet to other people. Never a dull moment. ,,6,6,7,5,5,4,4,5,5,4,5,7,7,5,7,Kamala Harris,Yes
228,38.6889,-121.2263,0,41,Male,,,"Yes, I have a college degree",No,,,,Asian,,,5,60000,I want to be remembered for rolling the best blunts. I want to help people and also walk the Pcf trail. I want to help homeless people eat food because they are hungry and cold. I want to get rid of Gavin newsome as governor. He is courrupt. I want to change libtaeds minds Joe Biden was the worse. I also want to be remember for cooking the best  carbonara on the world. ,,2,2,2,4,1,2,1,1,4,2,1,5,5,3,5,Donald Trump,Yes
486,40.7306,-73.4313,0,28,Male,,,"Yes, I have a college degree",No,White,,,,,,5,40000,,"You boil the eggs in the pot and let them simmer for awhile. After that is done, you wait ten minutes for them to boil. Once they are done boiling, you crack the shell and consume the hard boiled eggs. 

For sunny side up eggs, they are put on a frying pan, with butter and are left on the pan until the yolks rise, at least until the butter melts, otherwise they will not come out as planned and will either come out unfinished or start to run. There is a low chance for a double yolk. ",5,6,7,4,4,5,4,4,1,3,3,6,6,5,5,Kamala Harris,Yes
18,38.2168,-85.7616,0,19,,,Transgender,"No, I do not have a college degree",No,White,,,,,,3,200000,,,,,,,,,,,,,,,,,,,
529,39.6006,-82.946,0,75,,Female,,"No, I do not have a college degree",No,White,,,,,,5,75000,,"To cook an egg you need to start with a nice small frying pan.  Put a little bit of butter in the pan and   it on med to melt.  I like scrambled eggs so I take my eggs, usually two and break into small bowl.  I pour some milk in, just a little, salt and pepper to taste and whisk with a fork.  I pour the egg mixture into the heated pan and still with fork, breaking it up as it cooks.  You need to watch careful and get a spatula to keep it moving so you do not overly cook any part.  In just minutes you can turn   T the heat and pour the eggs onto a plate.  You can serve this toast or fresh fruit.  You can also have a glass of milk, juice or hot tea or coffee.  This is how I cook my eggs   I usually serve them up or on piece of toast.",3,3,3,3,1,2,1,1,3,4,2,5,3,5,3,Someone else,Yes
26,41.8451,-71.4388,0,58,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,5000,,,,,,,,,,,,,,,,,,,
63,41.294,-96.0541,0,75,Male,,,"Yes, I have a college degree",No,White,,,,,,3,150000,,,,,,,,,,,,,,,,,,,
39,28.1404,-80.6514,0,75,Male,,,"No, I do not have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
223,29.7223,-95.6285,0,25,,Female,,"Yes, I have a college degree",No,,,,Asian,,,7,150000,"I want to be remembered for how creative and unique I am. I have a great love for the arts and nature and life in general. There is so much to explore, and one can learn something new every day. Life is precious. I would like to also be remembered for how patient I am. I am cool calm and collected and have been through so much but I am so strong. I love to surround myself with nature and cook and bake. ",,6,7,6,5,4,3,3,3,4,4,4,6,5,4,4,Kamala Harris,Yes
450,33.4654,-112.4781,0,73,,Female,,"Yes, I have a college degree",No,White,,,,,,5,NA,,"How to make scrambled eggs. Crack 2 eggs in a bowl, add 2 tablespoons of half n half cream. Add salt & pepper. Use a whisk to beat the ingredients together. Use a small Teflon frying pan. Heat the pan on medium heat. Add eggs to the pan and stir continuously to cook the eggs to a fluffy consistency. About 3-5 minutes.",1,1,1,3,1,1,1,1,3,1,1,4,4,4,1,Donald Trump,Yes
48,40.2072,-86.0176,0,74,,Female,,"Yes, I have a college degree",No,White,,,,,,2,NA,,,,,,,,,,,,,,,,,,,
43,38.7943,-90.2817,0,41,Male,,,"No, I do not have a college degree",No,,Black or African America,,,,,4,25000,,,,,,,,,,,,,,,,,,,
22,28.2137,-82.6809,0,60,,Female,,"Yes, I have a college degree",No,White,,,,,,2,60000,,,,,,,,,,,,,,,,,,,
261,40.7828,-73.9745,10,24,,Female,,"Yes, I have a college degree",No,,,,Asian,,,4,7500,,,,,,,,,,,,,,,,,,,
61,40.3209,-74.4208,0,70,,Female,,"Yes, I have a college degree",No,White,,,,,,2,50000,,,,,,,,,,,,,,,,,,,
75,33.8001,-117.9949,0,68,Male,,,"No, I do not have a college degree",Yes,White,,,,,,4,20000,,,,,,,,,,,,,,,,,,,
44,37.3859,-122.0882,0,57,Male,,,"Yes, I have a college degree",No,,,,Asian,,,4,75000,,,,,,,,,,,,,,,,,,,
73,33.6613,-112.0398,0,85,Male,,,"Yes, I have a college degree",No,White,,,,,,3,200000,,,,,,,,,,,,,,,,,,,
355,26.5331,-80.1423,0,64,Male,,,"Yes, I have a college degree",No,White,,,,,,5,200000,,"Remove eggs from refrigerator.  Obtain fry pan and grease with margarine.  Crack eggs into fry pan.  Cover fries pan to retain surface heat.  Watch eggs to get crispy around edges indicating eggs are done.  Use spatula to remove eggs and serve on heated plate to retain warmth.  Side dishes generally include toast or bagel of various types with added accoutrement's such as butter, jelly cream cheese, etc.  Silverware includes fork and knife.  Typical drinks include coffee and tea with sugar or sugar substitutes and milk or cream dependent on user choices  I am done and out of words that would make sense to add so do I just sit here and twiddle my thumbs waiting on an obscure timer to set off and continue ??


",3,3,3,3,2,2,2,1,3,4,2,6,6,6,4,Donald Trump,Yes
54,41.7697,-87.6985,0,68,,Female,,"Yes, I have a college degree",No,White,,,Asian,,,1,40000,,,,,,,,,,,,,,,,,,,
19,34.4993,-84.9373,0,39,,Female,,"No, I do not have a college degree",No,White,,,,,,4,35000,,,,,,,,,,,,,,,,,,,
78,41.2315,-96.0519,0,45,,Female,,"Yes, I have a college degree",No,White,,,,,,2,100000,,,,,,,,,,,,,,,,,,,
33,43.2318,-77.6607,0,63,,Female,,"No, I do not have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
63,42.9979,-82.4572,0,63,,Female,,"No, I do not have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
67,33.1494,-96.828,0,73,Male,,,"Yes, I have a college degree",No,White,,,,,,4,100000,,,,,,,,,,,,,,,,,,,
48,47.6137,-122.3104,0,54,,Female,,"No, I do not have a college degree",No,White,,,,,,1,25000,,,,,,,,,,,,,,,,,,,
37,37.9851,-84.1724,0,58,Male,,,"No, I do not have a college degree",No,White,,,,,,4,NA,,,,,,,,,,,,,,,,,,,
229,48.6029,-93.4106,0,87,Male,,,"Yes, I have a college degree",No,White,,,,,,2,50000,,,,,,,,,,,,,,,,,,,
75,44.0563,-122.9164,0,82,Male,,,"Yes, I have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
55,32.8466,-116.977,0,54,Male,,,"Yes, I have a college degree",No,White,,,,,,3,75000,,,,,,,,,,,,,,,,,,,
29,31.8573,-102.3476,0,60,,Female,,"Yes, I have a college degree",No,White,,,,,,2,25000,,,,,,,,,,,,,,,,,,,
58,35.2485,-106.6818,0,73,,Female,,"Yes, I have a college degree",No,White,,,,,,2,150000,,,,,,,,,,,,,,,,,,,
609,36.7443,-108.1801,0,64,,Female,,"No, I do not have a college degree",No,White,,,,,,7,15000,"Id like to be remembered for having a good heart and helping anyone if I was able. I'd like people to remember that I was very crafty and everything that I own is what I paid for. Nothing was given to me. I'd also like to be remembered for Raising 3 independent,  kind, self sufficient human beings. This is what I want people to remember about me, I didn't sign up to do essays about myself when I signed up for these surveys. This is ridiculous. ",,2,4,4,3,1,1,1,1,3,5,3,7,7,4,2,Donald Trump,Yes
34,33.0225,-96.729,0,71,Male,,,"Yes, I have a college degree",No,White,,,,,,2,75000,,,,,,,,,,,,,,,,,,,
55,39.8545,-75.3773,0,75,,Female,,"Yes, I have a college degree",No,White,,,,,,3,100000,,,,,,,,,,,,,,,,,,,
70,42.8276,-71.6595,0,67,,Female,,"No, I do not have a college degree",No,White,,,,,,4,75000,,,,,,,,,,,,,,,,,,,
64,42.9339,-78.8046,0,56,Male,,,"No, I do not have a college degree",No,White,,,,,,4,25000,,,,,,,,,,,,,,,,,,,
57,28.1131,-81.6241,0,56,,Female,,"No, I do not have a college degree",No,White,,,,,,4,30000,,,,,,,,,,,,,,,,,,,
68,46.3407,-94.2827,0,,,,,,,,,,,,,,200000,,,,,,,,,,,,,,,,,,,
96,29.7009,-95.5885,0,41,,Female,,"No, I do not have a college degree",No,White,,,,,,4,60000,,,,,,,,,,,,,,,,,,,
